frame,id,x,y,w,h
689,80,801,158,70,70
689,94,1192,130,83,83
689,95,69,171,118,118
689,96,175,150,53,53
690,80,800,158,72,72
690,94,1192,129,82,82
690,95,69,171,118,118
690,96,175,151,52,52
691,80,801,160,69,69
691,94,1188,129,86,86
691,95,69,171,118,118
691,96,175,151,52,52
692,80,800,161,71,71
692,94,1188,129,86,86
692,95,53,159,121,121
692,96,175,151,52,52
693,80,801,165,68,68
693,94,1185,128,90,90
693,95,53,159,121,121
693,96,175,151,52,52
694,80,799,164,72,72
694,94,1186,131,87,87
694,95,53,159,121,121
694,96,175,151,52,52
694,97,335,186,102,102
695,80,800,166,73,73
695,94,1187,131,87,87
695,95,47,156,118,118
695,96,175,151,52,52
695,97,333,185,102,102
696,80,801,169,71,71
696,94,1187,136,86,86
696,95,47,156,118,118
696,96,175,151,52,52
696,97,330,184,100,100
697,80,799,170,71,71
697,94,1189,138,84,84
697,95,47,156,118,118
697,96,175,151,52,52
697,97,327,182,102,102
698,80,801,172,69,69
698,94,1189,140,84,84
698,95,47,156,118,118
698,96,175,151,52,52
698,97,323,180,107,107
699,80,800,173,70,70
699,94,1189,142,84,84
699,95,47,156,118,118
699,96,175,151,52,52
699,97,324,179,102,102
700,80,800,173,71,71
700,94,1189,144,85,85
700,95,40,160,119,119
700,96,175,151,52,52
700,97,318,174,111,111
701,80,799,172,73,73
701,94,1191,146,82,82
701,95,40,160,119,119
701,97,319,176,106,106
702,80,801,172,69,69
702,94,1187,142,90,90
702,95,40,160,119,119
702,97,319,174,106,106
703,80,800,170,72,72
703,94,1191,146,84,84
703,95,40,160,119,119
703,97,319,173,106,106
704,80,800,170,71,71
704,94,1191,146,84,84
704,95,40,160,119,119
704,97,317,172,108,108
705,80,801,168,71,71
705,94,1195,145,81,81
705,95,40,160,119,119
705,97,316,169,111,111
706,80,801,167,71,71
706,94,1194,142,82,82
706,95,38,176,118,118
706,97,319,173,106,106
707,80,800,166,73,73
707,94,1197,146,79,79
707,95,38,176,118,118
707,97,320,174,106,106
708,80,800,165,72,72
708,94,1198,142,79,79
708,95,38,176,118,118
708,97,320,174,106,106
709,80,802,166,69,69
709,94,1196,141,81,81
709,95,38,176,118,118
709,97,320,174,106,106
710,80,801,165,71,71
710,94,1196,141,81,81
710,95,44,176,121,121
710,97,318,179,104,104
711,80,801,164,70,70
711,94,1196,138,80,80
711,95,44,176,121,121
711,97,318,179,104,104
712,80,800,164,70,70
712,94,1192,131,87,87
712,95,44,176,121,121
712,97,317,182,106,106
713,80,799,162,73,73
713,94,1191,131,85,85
713,95,44,176,121,121
713,97,317,182,106,106
714,80,798,162,73,73
714,94,1188,127,88,88
714,95,44,176,121,121
714,97,318,187,109,109
715,80,798,162,71,71
715,94,1188,124,89,89
715,95,50,170,116,116
715,97,318,187,109,109
716,80,797,161,72,72
716,94,1188,125,87,87
716,95,56,170,111,111
716,97,320,193,108,108
717,80,796,161,72,72
717,94,1186,121,89,89
717,95,56,170,111,111
717,97,320,193,108,108
718,80,796,162,70,70
718,94,1184,121,90,90
718,95,48,162,122,122
718,97,320,193,108,108
719,80,795,162,71,71
719,94,1184,121,87,87
719,95,50,161,118,118
719,97,329,201,106,106
720,80,794,161,73,73
720,94,1180,119,92,92
720,95,50,161,118,118
720,97,329,201,106,106
721,80,793,161,75,75
721,94,1178,119,94,94
721,95,50,161,118,118
721,97,329,201,106,106
722,80,793,163,73,73
722,94,1180,122,91,91
722,95,50,161,118,118
722,97,329,201,106,106
723,80,793,164,73,73
723,94,1176,122,93,93
723,95,50,161,118,118
723,97,329,201,106,106
724,80,792,165,74,74
724,94,1176,124,91,91
724,95,50,161,118,118
724,97,329,201,106,106
725,80,791,166,74,74
725,94,1173,124,93,93
725,95,50,161,118,118
725,97,329,201,106,106
726,80,792,169,72,72
726,94,1172,127,92,92
726,95,50,161,118,118
726,97,329,201,106,106
726,98,173,152,50,50
727,80,790,169,74,74
727,94,1166,126,98,98
727,95,50,161,118,118
727,97,329,201,106,106
727,98,173,152,50,50
728,80,791,171,72,72
728,94,1162,126,101,101
728,95,50,161,118,118
728,97,329,201,106,106
728,98,173,152,50,50
729,80,789,172,73,73
729,94,1162,131,96,96
729,95,27,162,124,124
729,97,329,201,106,106
729,98,173,152,50,50
730,80,789,172,72,72
730,94,1158,132,98,98
730,95,25,166,118,118
730,98,173,152,50,50
731,80,788,172,73,73
731,94,1156,135,94,94
731,95,25,166,118,118
731,98,173,152,50,50
732,80,787,172,74,74
732,94,1155,137,92,92
732,95,25,166,118,118
732,98,173,152,50,50
733,80,787,172,73,73
733,94,1150,136,94,94
733,95,25,166,118,118
733,98,173,152,50,50
733,99,933,245,76,76
734,80,787,171,73,73
734,94,1146,135,95,95
734,95,9,172,118,118
734,98,173,152,50,50
734,99,932,244,77,77
735,80,786,169,72,72
735,94,1141,134,95,95
735,95,9,172,118,118
735,98,173,152,50,50
735,99,932,244,78,78
735,100,982,459,56,56
736,80,785,168,71,71
736,94,1137,132,97,97
736,95,9,172,118,118
736,98,173,152,53,53
736,99,934,246,74,74
736,100,978,457,59,59
737,80,784,166,74,74
737,94,1133,132,96,96
737,95,9,172,118,118
737,98,173,152,53,53
737,99,933,247,72,72
737,100,978,457,59,59
738,80,783,165,73,73
738,94,1128,129,99,99
738,95,9,172,118,118
738,98,173,152,53,53
738,99,931,244,78,78
738,100,978,457,59,59
739,80,781,164,74,74
739,94,1126,130,94,94
739,95,9,172,118,118
739,98,172,152,54,54
739,99,933,247,72,72
739,100,978,457,59,59
740,80,781,163,73,73
740,94,1121,126,98,98
740,95,9,172,118,118
740,98,173,152,51,51
740,99,933,247,72,72
740,100,978,457,59,59
741,80,780,161,75,75
741,94,1120,124,99,99
741,95,9,172,118,118
741,98,174,152,51,51
741,99,933,247,72,72
741,100,978,457,59,59
741,101,327,175,109,109
742,80,780,161,74,74
742,94,1122,126,91,91
742,95,9,172,118,118
742,98,173,153,51,51
742,99,932,247,71,71
742,100,978,457,59,59
742,101,327,175,109,109
743,80,780,161,71,71
743,94,1118,121,94,94
743,95,9,172,118,118
743,98,173,153,51,51
743,99,932,247,72,72
743,100,978,457,59,59
743,101,319,178,112,112
744,80,778,159,73,73
744,94,1114,118,98,98
744,95,9,172,118,118
744,98,173,153,51,51
744,99,931,246,74,74
744,100,978,457,59,59
744,101,318,180,109,109
745,80,778,158,74,74
745,94,1116,118,94,94
745,98,173,153,51,51
745,99,932,247,72,72
745,100,978,457,59,59
745,101,316,184,109,109
746,80,779,157,73,73
746,94,1114,115,97,97
746,98,173,153,51,51
746,99,930,246,75,75
746,100,978,457,59,59
746,101,316,184,109,109
747,80,779,156,74,74
747,94,1114,114,95,95
747,98,174,153,50,50
747,99,931,247,72,72
747,101,316,184,109,109
748,80,779,155,74,74
748,94,1113,114,95,95
748,98,174,153,50,50
748,99,930,246,71,71
748,101,316,184,109,109
749,80,779,155,74,74
749,94,1114,116,92,92
749,98,174,152,51,51
749,99,930,246,71,71
749,101,316,184,109,109
750,80,780,155,72,72
750,94,1112,115,93,93
750,98,174,153,50,50
750,99,930,247,71,71
750,101,316,184,109,109
751,80,779,155,73,73
751,94,1113,117,92,92
751,98,173,153,50,50
751,99,929,246,73,73
751,101,292,191,110,110
752,80,778,155,74,74
752,94,1110,114,100,100
752,98,174,153,50,50
752,99,930,245,74,74
752,101,286,187,112,112
752,102,427,214,71,71
753,80,778,156,74,74
753,94,1109,116,97,97
753,98,174,153,50,50
753,99,932,248,70,70
753,101,281,185,115,115
753,102,427,212,72,72
754,80,777,157,74,74
754,94,1111,119,98,98
754,98,173,152,51,51
754,99,930,246,74,74
754,101,281,185,115,115
754,102,426,209,76,76
755,80,779,159,72,72
755,94,1111,121,98,98
755,98,174,153,50,50
755,99,930,246,76,76
755,101,281,185,115,115
755,102,427,209,73,73
756,80,778,160,72,72
756,94,1113,126,92,92
756,98,173,153,51,51
756,99,927,243,78,78
756,101,281,185,115,115
756,102,428,208,75,75
757,80,777,160,76,76
757,94,1109,124,101,101
757,98,174,153,50,50
757,99,930,243,78,78
757,101,281,185,115,115
757,102,431,208,72,72
758,80,778,163,73,73
758,94,1112,128,97,97
758,98,173,153,50,50
758,99,928,244,76,76
758,101,281,185,115,115
758,102,428,204,79,79
759,80,778,164,74,74
759,94,1113,128,99,99
759,98,174,153,50,50
759,99,930,243,78,78
759,101,281,185,115,115
759,102,432,206,74,74
760,80,779,166,74,74
760,94,1113,130,101,101
760,98,173,153,50,50
760,99,930,243,78,78
760,101,281,185,115,115
760,102,432,206,74,74
761,80,780,168,73,73
761,94,1114,130,103,103
761,98,174,152,50,50
761,99,930,243,78,78
761,101,281,185,115,115
761,102,436,207,74,74
762,80,780,168,73,73
762,94,1115,132,101,101
762,98,173,152,52,52
762,99,930,243,78,78
762,101,281,185,115,115
762,102,436,207,74,74
763,80,781,170,72,72
763,94,1116,130,103,103
763,98,173,153,50,50
763,99,930,243,78,78
763,101,281,185,115,115
763,102,436,207,74,74
764,80,782,169,72,72
764,94,1117,129,102,102
764,98,173,153,50,50
764,99,930,243,78,78
764,102,436,207,74,74
765,80,783,169,71,71
765,94,1120,130,98,98
765,98,173,153,50,50
765,99,931,246,74,74
765,102,436,207,74,74
766,80,783,167,71,71
766,94,1119,126,102,102
766,98,173,153,50,50
766,99,931,246,74,74
766,102,436,207,74,74
766,103,213,96,70,70
767,80,784,165,73,73
767,94,1119,123,103,103
767,98,174,153,50,50
767,99,931,246,74,74
767,102,436,207,74,74
767,103,213,96,70,70
768,80,786,164,70,70
768,94,1122,123,99,99
768,98,174,152,50,50
768,99,931,246,74,74
768,102,436,207,74,74
768,103,213,96,70,70
769,80,787,163,70,70
769,94,1120,121,101,101
769,98,174,152,50,50
769,99,936,248,69,69
769,102,436,207,74,74
769,103,213,96,70,70
770,80,786,161,74,74
770,94,1120,118,101,101
770,98,173,152,50,50
770,99,936,248,69,69
770,102,436,207,74,74
770,103,213,96,70,70
771,80,787,160,72,72
771,94,1121,115,98,98
771,98,174,153,50,50
771,99,936,248,69,69
771,102,436,207,74,74
771,103,213,96,70,70
772,80,788,160,71,71
772,94,1119,112,101,101
772,98,173,153,50,50
772,99,936,248,69,69
772,103,213,96,70,70
773,80,788,160,71,71
773,94,1118,110,101,101
773,98,173,153,52,52
773,99,936,248,69,69
773,103,213,96,70,70
774,80,789,159,72,72
774,94,1117,108,99,99
774,98,173,153,51,51
774,99,936,248,69,69
774,103,213,96,70,70
774,104,453,227,74,74
775,80,789,159,71,71
775,94,1117,107,98,98
775,98,174,154,50,50
775,99,936,248,69,69
775,103,213,96,70,70
775,104,454,227,74,74
776,80,789,159,72,72
776,94,1114,104,101,101
776,98,174,154,50,50
776,99,936,248,69,69
776,103,213,96,70,70
776,104,453,220,83,83
777,80,790,159,70,70
777,94,1114,104,101,101
777,98,173,153,51,51
777,99,936,248,69,69
777,104,456,220,80,80
778,80,789,157,74,74
778,94,1113,103,101,101
778,98,173,153,52,52
778,99,936,248,69,69
778,104,458,216,82,82
779,80,789,157,73,73
779,94,1112,104,99,99
779,98,173,153,52,52
779,99,936,248,69,69
779,104,461,216,79,79
780,80,790,157,72,72
780,94,1109,102,103,103
780,98,174,153,51,51
780,104,463,212,80,80
781,80,790,157,74,74
781,94,1109,104,100,100
781,98,174,153,51,51
781,104,467,213,76,76
782,80,791,157,74,74
782,94,1106,107,100,100
782,98,174,153,51,51
782,104,465,208,83,83
783,80,790,156,75,75
783,94,1106,108,97,97
783,98,173,154,51,51
783,104,467,208,80,80
784,80,792,157,75,75
784,94,1103,109,100,100
784,98,174,154,51,51
784,104,470,207,78,78
785,80,792,159,75,75
785,94,1101,112,98,98
785,98,174,154,50,50
785,104,470,205,80,80
786,80,792,159,75,75
786,94,1095,112,102,102
786,98,173,154,50,50
786,104,470,204,81,81
787,80,792,159,79,79
787,94,1093,116,98,98
787,98,174,155,50,50
787,104,471,204,81,81
788,80,793,160,78,78
788,94,1090,118,99,99
788,98,173,154,52,52
788,104,473,204,81,81
789,80,795,163,74,74
789,94,1086,118,101,101
789,98,174,154,51,51
789,104,472,202,85,85
790,80,794,164,78,78
790,94,1084,119,101,101
790,98,173,154,52,52
790,104,476,204,82,82
791,80,794,165,78,78
791,94,1079,119,105,105
791,98,173,153,52,52
791,104,479,207,78,78
791,105,558,507,56,56
792,80,794,166,78,78
792,94,1074,118,104,104
792,98,173,152,53,53
792,104,476,205,83,83
792,105,558,507,56,56
793,80,794,168,78,78
793,94,1070,118,104,104
793,98,175,154,51,51
793,104,478,204,87,87
793,105,558,507,56,56
794,80,794,168,79,79
794,94,1068,120,102,102
794,98,175,154,51,51
794,104,481,211,79,79
794,105,558,507,56,56
795,80,793,168,79,79
795,94,1063,116,104,104
795,98,175,154,51,51
795,104,482,210,83,83
795,105,558,507,56,56
796,80,795,169,75,75
796,94,1059,115,106,106
796,98,175,155,50,50
796,104,485,215,79,79
796,105,558,507,56,56
797,80,795,169,73,73
797,94,1056,116,104,104
797,98,173,156,50,50
797,104,483,214,83,83
797,105,558,507,56,56
798,80,792,164,79,79
798,94,1053,114,106,106
798,98,173,155,50,50
798,104,486,219,79,79
798,105,558,507,56,56
799,80,794,165,75,75
799,94,1049,110,107,107
799,98,175,155,50,50
799,104,486,218,83,83
799,105,558,507,56,56
800,80,793,164,76,76
800,94,1048,110,104,104
800,98,174,155,50,50
800,104,484,219,86,86
800,105,558,507,56,56
801,80,792,161,79,79
801,94,1042,104,111,111
801,98,173,154,51,51
801,104,489,225,78,78
801,105,558,507,56,56
802,80,792,160,77,77
802,94,1043,105,106,106
802,98,171,155,51,51
802,104,488,224,80,80
803,80,791,160,77,77
803,94,1040,102,108,108
803,98,173,155,50,50
803,104,487,223,83,83
804,80,791,159,77,77
804,94,1041,101,104,104
804,98,173,155,50,50
804,104,488,225,79,79
805,80,792,159,75,75
805,94,1039,100,105,105
805,98,173,155,50,50
805,104,487,222,82,82
806,80,792,157,78,78
806,94,1037,98,108,108
806,98,173,155,50,50
806,104,488,220,81,81
807,80,792,157,76,76
807,94,1037,100,104,104
807,98,173,155,50,50
807,104,489,220,77,77
808,80,794,157,74,74
808,94,1036,99,104,104
808,98,173,155,50,50
808,104,488,215,83,83
809,80,795,156,74,74
809,94,1033,98,109,109
809,98,173,155,50,50
809,104,490,216,79,79
810,80,795,155,75,75
810,94,1035,101,106,106
810,98,173,155,50,50
810,104,489,215,80,80
811,80,795,155,75,75
811,94,1033,101,107,107
811,98,173,155,50,50
811,104,491,216,78,78
812,80,794,155,75,75
812,94,1031,102,110,110
812,98,173,155,50,50
812,104,488,211,85,85
812,106,165,190,116,116
813,80,795,155,76,76
813,94,1032,106,106,106
813,98,173,155,50,50
813,104,490,212,82,82
813,106,165,190,116,116
813,107,12,383,62,62
814,80,795,154,78,78
814,94,1031,108,107,107
814,104,491,213,81,81
814,106,144,183,125,125
814,107,18,384,59,59
815,80,796,156,76,76
815,94,1030,110,109,109
815,104,491,213,82,82
815,106,144,183,125,125
815,107,18,384,59,59
816,80,796,156,78,78
816,94,1031,114,106,106
816,104,491,214,82,82
816,106,144,183,125,125
816,107,18,384,59,59
816,108,550,431,146,146
817,80,797,157,78,78
817,94,1030,116,107,107
817,104,491,214,84,84
817,106,144,183,125,125
817,107,18,384,59,59
817,108,550,431,146,146
818,80,797,158,78,78
818,94,1030,119,106,106
818,104,492,215,84,84
818,106,144,183,125,125
818,107,18,384,59,59
818,108,550,431,146,146
818,109,104,36,51,51
819,80,800,162,74,74
819,94,1030,121,105,105
819,104,493,218,79,79
819,106,144,183,125,125
819,107,18,384,59,59
819,108,550,431,146,146
819,109,104,36,51,51
820,80,799,163,77,77
820,94,1032,123,105,105
820,104,493,219,80,80
820,106,144,183,125,125
820,107,18,384,59,59
820,108,550,431,146,146
820,109,104,36,51,51
821,80,800,165,76,76
821,94,1030,121,107,107
821,104,493,221,82,82
821,106,144,183,125,125
821,107,18,384,59,59
821,108,550,431,146,146
821,109,104,36,51,51
822,80,800,167,78,78
822,94,1029,120,109,109
822,104,491,223,83,83
822,106,144,183,125,125
822,107,18,384,59,59
822,108,550,431,146,146
822,109,104,36,51,51
823,80,801,168,78,78
823,94,1030,122,105,105
823,104,491,224,85,85
823,106,144,183,125,125
823,107,18,384,59,59
823,108,550,431,146,146
823,109,96,35,58,58
824,80,804,170,77,77
824,94,1030,120,104,104
824,104,491,228,83,83
824,106,144,183,125,125
824,107,18,384,59,59
824,108,550,431,146,146
824,109,96,35,58,58
825,80,802,171,78,78
825,94,1027,117,108,108
825,104,492,231,80,80
825,108,550,431,146,146
825,109,96,35,58,58
826,80,804,173,78,78
826,94,1026,115,108,108
826,104,491,233,82,82
826,108,550,431,146,146
826,109,96,35,58,58
827,80,806,173,77,77
827,94,1023,113,109,109
827,104,492,236,79,79
827,109,96,35,58,58
828,80,807,173,78,78
828,94,1023,112,107,107
828,104,491,237,81,81
828,109,96,35,58,58
829,80,807,171,78,78
829,94,1019,110,108,108
829,104,490,240,80,80
829,109,96,35,58,58
830,80,807,171,79,79
830,94,1017,107,109,109
830,104,490,241,80,80
830,109,96,35,58,58
831,80,808,168,79,79
831,94,1011,103,114,114
831,104,489,241,80,80
831,109,96,35,58,58
832,80,809,168,79,79
832,94,1010,103,109,109
832,104,490,241,77,77
832,109,96,35,58,58
833,80,809,165,81,81
833,94,1005,100,112,112
833,104,490,240,78,78
833,109,96,35,58,58
834,80,808,163,83,83
834,94,1001,100,107,107
834,104,490,238,78,78
835,80,808,163,83,83
835,94,997,97,110,110
835,104,487,236,81,81
835,110,1186,220,71,71
836,80,807,163,83,83
836,94,991,100,108,108
836,104,486,234,80,80
836,110,1186,220,71,71
837,80,808,163,82,82
837,94,987,99,109,109
837,104,487,234,79,79
837,110,1186,220,71,71
838,80,808,162,83,83
838,94,983,100,109,109
838,104,488,234,78,78
838,110,1178,217,80,80
839,80,811,163,80,80
839,94,978,100,110,110
839,104,487,233,78,78
839,110,1176,217,80,80
840,80,810,162,81,81
840,94,970,99,113,113
840,104,487,233,78,78
840,110,1176,217,80,80
841,80,809,160,82,82
841,94,966,101,111,111
841,104,486,233,76,76
841,110,1176,217,80,80
842,80,807,159,83,83
842,94,961,104,107,107
842,104,486,233,76,76
842,110,1176,217,80,80
843,80,806,158,84,84
843,94,953,105,110,110
843,104,486,233,76,76
843,110,1176,217,80,80
844,80,809,160,80,80
844,94,950,110,104,104
844,104,486,233,76,76
844,110,1176,217,80,80
845,80,807,160,81,81
845,94,944,110,107,107
845,104,486,233,76,76
845,110,1176,217,80,80
845,111,1046,63,82,82
846,80,806,162,78,78
846,94,934,111,108,108
846,104,486,233,76,76
846,110,1176,217,80,80
846,111,1046,63,82,82
847,80,805,163,79,79
847,94,930,116,105,105
847,104,486,233,76,76
847,110,1176,217,80,80
847,111,1046,63,82,82
848,80,804,162,83,83
848,94,922,117,107,107
848,104,486,233,76,76
848,110,1176,217,80,80
848,111,1046,63,82,82
848,112,1097,199,63,63
849,80,804,163,80,80
849,94,913,118,107,107
849,104,486,233,76,76
849,110,1176,217,80,80
849,111,1046,63,82,82
849,112,1093,197,68,68
850,80,805,166,78,78
850,94,908,120,106,106
850,104,486,233,76,76
850,111,1046,63,82,82
850,112,1090,196,70,70
851,80,800,166,82,82
851,94,900,119,108,108
851,104,486,233,76,76
851,111,1046,63,82,82
851,112,1087,197,70,70
851,113,1131,294,109,109
852,80,801,168,80,80
852,94,893,121,104,104
852,111,1046,63,82,82
852,112,1085,199,70,70
852,113,1131,294,109,109
853,80,798,171,80,80
853,94,886,120,106,106
853,111,1046,63,82,82
853,112,1083,202,70,70
853,113,1131,294,109,109
854,80,794,172,82,82
854,94,876,118,107,107
854,111,1046,63,82,82
854,112,1080,204,71,71
854,113,1131,294,109,109
855,80,794,175,77,77
855,94,870,117,107,107
855,111,1046,63,82,82
855,112,1077,207,72,72
855,113,1131,294,109,109
856,80,793,176,76,76
856,94,862,115,110,110
856,112,1075,210,71,71
856,113,1131,294,109,109
857,80,791,176,77,77
857,94,857,117,103,103
857,112,1072,213,71,71
857,113,1131,294,109,109
858,80,789,178,76,76
858,94,849,114,109,109
858,112,1069,216,72,72
858,113,1131,294,109,109
858,114,804,555,73,73
859,80,786,176,77,77
859,94,842,111,108,108
859,112,1066,219,71,71
859,113,1131,294,109,109
859,114,804,555,73,73
860,80,781,174,81,81
860,94,839,111,102,102
860,112,1063,219,72,72
860,113,1131,294,109,109
860,114,804,555,73,73
861,80,776,172,80,80
861,94,830,106,108,108
861,112,1060,220,71,71
861,113,1131,294,109,109
861,114,804,555,73,73
862,80,776,172,80,80
862,94,824,100,116,116
862,112,1058,219,71,71
862,114,804,555,73,73
863,80,777,168,82,82
863,94,821,103,107,107
863,112,1056,218,72,72
863,114,804,555,73,73
864,80,777,168,82,82
864,94,816,100,108,108
864,112,1053,216,71,71
864,114,804,555,73,73
865,80,777,168,82,82
865,94,811,99,110,110
865,112,1051,215,74,74
865,114,804,555,73,73
865,115,1104,307,119,119
866,80,777,168,82,82
866,94,807,98,106,106
866,112,1050,213,72,72
866,114,804,555,73,73
866,115,1104,307,119,119
867,80,771,166,74,74
867,94,807,98,106,106
867,112,1047,210,73,73
867,114,804,555,73,73
867,115,1104,307,119,119
868,80,771,166,74,74
868,94,796,100,105,105
868,112,1047,208,71,71
868,114,804,555,73,73
868,115,1104,307,119,119
869,80,771,166,74,74
869,94,796,100,105,105
869,112,1043,205,73,73
869,115,1104,307,119,119
869,116,1031,471,86,86
870,80,771,166,74,74
870,94,796,100,105,105
870,112,1044,203,72,72
870,115,1104,307,119,119
870,116,1031,471,86,86
871,80,771,166,74,74
871,94,783,101,110,110
871,112,1042,200,73,73
871,115,1103,286,128,128
871,116,1031,471,86,86
872,80,771,166,74,74
872,94,771,99,119,119
872,112,1041,201,72,72
872,115,1103,284,126,126
872,116,1031,471,86,86
873,80,771,166,74,74
873,94,772,103,114,114
873,112,1041,201,72,72
873,115,1103,286,127,127
873,116,1031,471,86,86
874,80,771,166,74,74
874,94,765,104,115,115
874,112,1039,201,72,72
874,115,1103,286,127,127
874,116,1031,471,86,86
874,117,1016,535,74,74
875,80,771,166,74,74
875,94,760,103,120,120
875,112,1037,203,72,72
875,115,1103,286,127,127
875,116,1031,471,86,86
875,117,1016,535,74,74
876,80,771,166,74,74
876,94,760,109,113,113
876,112,1036,204,73,73
876,115,1103,286,127,127
876,116,1031,471,86,86
876,117,1016,535,74,74
876,118,118,650,58,58
877,80,771,166,74,74
877,94,750,106,122,122
877,112,1036,207,73,73
877,115,1103,286,127,127
877,116,1031,471,86,86
877,117,1016,535,74,74
877,118,118,650,58,58
878,80,748,110,120,120
878,94,750,106,122,122
878,112,1037,210,71,71
878,115,1103,286,127,127
878,116,1031,471,86,86
878,117,1016,535,74,74
878,118,118,650,58,58
879,80,750,116,112,112
879,94,750,106,122,122
879,112,1036,212,73,73
879,115,1103,286,127,127
879,116,1031,471,86,86
879,117,1016,535,74,74
879,118,118,650,58,58
879,119,652,569,74,74
880,80,748,118,108,108
880,94,750,106,122,122
880,112,1035,215,74,74
880,115,1103,286,127,127
880,117,1016,535,74,74
880,118,118,650,58,58
880,119,652,569,74,74
881,80,745,118,109,109
881,94,750,106,122,122
881,112,1036,218,73,73
881,115,1103,286,127,127
881,117,1016,535,74,74
881,118,118,650,58,58
881,119,652,569,74,74
882,80,742,117,108,108
882,94,750,106,122,122
882,112,1037,221,73,73
882,115,1103,286,127,127
882,117,1016,535,74,74
882,118,118,650,58,58
882,119,652,569,74,74
882,120,1010,483,94,94
883,80,733,112,117,117
883,94,750,106,122,122
883,112,1038,222,71,71
883,115,1103,286,127,127
883,117,1016,535,74,74
883,118,118,650,58,58
883,119,652,569,74,74
883,120,1010,483,94,94
884,80,732,112,114,114
884,94,750,106,122,122
884,112,1037,222,73,73
884,117,1016,535,74,74
884,118,118,650,58,58
884,119,652,569,74,74
884,120,1010,483,94,94
884,121,26,502,88,88
885,80,729,111,112,112
885,94,750,106,122,122
885,112,1037,221,74,74
885,118,118,650,58,58
885,119,652,569,74,74
885,120,1010,483,94,94
885,121,26,502,88,88
886,80,727,112,107,107
886,94,750,106,122,122
886,112,1038,219,73,73
886,118,118,650,58,58
886,119,652,569,74,74
886,120,1010,483,94,94
886,121,26,502,88,88
887,80,721,108,114,114
887,94,750,106,122,122
887,112,1039,218,73,73
887,119,652,569,74,74
887,120,1010,483,94,94
887,121,26,502,88,88
888,80,715,105,115,115
888,112,1038,216,74,74
888,119,652,569,74,74
888,120,1010,483,94,94
888,121,26,502,88,88
889,80,711,104,112,112
889,112,1037,212,76,76
889,119,652,569,74,74
889,120,1010,483,94,94
889,121,26,502,88,88
890,80,704,100,116,116
890,112,1038,211,74,74
890,120,1010,483,94,94
890,121,26,502,88,88
890,122,953,283,94,94
891,80,703,101,107,107
891,112,1037,208,74,74
891,120,1010,483,94,94
891,121,26,502,88,88
891,122,953,283,94,94
892,80,703,101,107,107
892,112,1036,205,74,74
892,120,1006,466,98,98
892,121,26,502,88,88
892,122,953,283,94,94
893,80,703,101,107,107
893,112,1035,202,74,74
893,120,1006,466,98,98
893,121,26,502,88,88
893,122,957,287,81,81
894,80,703,101,107,107
894,112,1035,201,75,75
894,120,1001,468,84,84
894,121,26,502,88,88
894,122,957,287,81,81
894,123,999,529,111,111
895,80,703,101,107,107
895,112,1034,199,76,76
895,120,1001,468,84,84
895,122,957,287,81,81
895,123,999,529,111,111
896,80,703,101,107,107
896,112,1032,199,75,75
896,120,1001,468,84,84
896,122,957,287,81,81
896,123,999,529,111,111
897,80,703,101,107,107
897,112,1031,199,76,76
897,120,1001,468,84,84
897,122,957,287,81,81
897,123,999,529,111,111
898,80,703,101,107,107
898,112,1030,199,79,79
898,120,1001,468,84,84
898,122,957,287,81,81
898,123,999,529,111,111
899,80,703,101,107,107
899,112,1029,201,76,76
899,120,1001,468,84,84
899,122,957,287,81,81
899,123,999,529,111,111
900,80,703,101,107,107
900,112,1029,203,76,76
900,120,1001,468,84,84
900,122,957,287,81,81
900,123,999,529,111,111
901,80,703,101,107,107
901,112,1028,205,76,76
901,120,1001,468,84,84
901,122,957,287,81,81
901,123,999,529,111,111
902,112,1026,208,78,78
902,120,1001,468,84,84
902,122,957,287,81,81
902,123,999,529,111,111
903,112,1026,211,78,78
903,120,1001,468,84,84
903,122,957,287,81,81
903,123,999,529,111,111
904,112,1025,214,77,77
904,120,1001,468,84,84
904,123,999,529,111,111
905,112,1023,216,79,79
905,124,964,232,63,63
906,112,1022,219,76,76
906,124,964,232,63,63
906,125,1005,485,91,91
906,126,1001,524,88,88
907,112,1021,219,77,77
907,124,967,235,57,57
907,125,1005,485,91,91
907,126,1001,524,88,88
907,127,331,623,54,54
908,112,1019,220,78,78
908,124,968,236,54,54
908,125,1005,485,91,91
908,126,1001,524,88,88
908,127,331,623,54,54
908,128,105,164,50,50
908,129,324,568,55,55
908,130,326,584,60,60
909,112,1018,220,78,78
909,124,968,236,54,54
909,125,1005,485,91,91
909,126,1001,524,88,88
909,127,331,623,54,54
909,128,105,164,50,50
909,129,324,568,55,55
909,130,326,584,60,60
910,112,1018,220,78,78
910,124,968,236,54,54
910,125,1005,485,91,91
910,126,1001,524,88,88
910,127,331,623,54,54
910,128,105,164,50,50
910,129,316,574,52,52
910,130,326,584,60,60
911,112,1018,218,76,76
911,124,968,236,54,54
911,125,1003,484,86,86
911,126,1001,524,88,88
911,127,331,623,54,54
911,128,105,164,50,50
911,129,316,574,52,52
911,130,326,584,60,60
912,112,1016,214,80,80
912,124,968,236,54,54
912,125,995,475,96,96
912,126,1001,524,88,88
912,127,331,623,54,54
912,128,105,164,50,50
912,129,316,574,52,52
912,130,326,584,60,60
913,112,1017,214,77,77
913,124,968,236,54,54
